Review #,Brand,Variety,Style,Country,Stars,T,T_year,T_rank,Flavor,Spicy
2052,Indomie,pop mie mi instan cup rasa ayam,Cup,Indonesia,3.5,,,,Chicken,False
2051,Master Kong,artificial pork ribs flavour instant noodle,Pack,China,3.5,,,,Pork,False
2050,MyKuali,penang red tom yum goong noodle authentic taste,Cup,Malaysia,5.0,,,,,False
2049,Ottogi,ramyon sabor a res,Pack,Mexico,3.5,,,,,False
2048,Acecook,kadomen koikoku tonkotsu,Bowl,Japan,3.75,,,,Pork,False
2047,Oni Hot Pot,xo sauce noodle,Pack,Taiwan,4.5,,,,,False
2046,E-Zee,perisa asam pedas mi segera,Pack,Malaysia,3.75,,,,,False
2045,Great Value,chicken style ramen noodles,Pack,Canada,3.5,,,,Chicken,False
2044,Doll,hello kitty dim sum noodle japanese soy sauce flavour,Cup,Hong Kong,3.0,,,,,False
2043,ORee Garden,malaysia green curry noodle,Bowl,Malaysia,5.0,,,,,False
2042,Suimin,noodles mi goreng,Cup,Australia,4.25,,,,,False
2041,Master Kong,tomato sauce instant noodle,Pack,China,4.5,,,,,False
2040,Nissin,cup noodles sabor franhp com requeijao,Cup,Brazil,5.0,,,,,False
2039,Tokushima Seifun,yakibuta ramen,Bowl,Japan,5.0,,,,Pork,False
2038,A1,vegetarian herbal noodle,Pack,Malaysia,1.5,,,,,False
2037,Migawon,hovenia ramen vegetable flavor,Pack,South Korea,3.5,,,,,False
2036,A-Sha Dry Noodle,hakka bbq sauce noodle,Pack,Taiwan,4.25,,,,,False
2035,Acecook,maru uma curry udon,Cup,Japan,3.5,,,,,False
2034,Fantastic,noodles oriental flavour,Cup,Australia,3.25,,2012,5,,False
2033,Chaudhary's Wai Wai,instant noodles artificial chicken shrimp flavored,Pack,India,2.5,,,,Mixed,False
2032,Kamfen,noodle king artificial beef soup flavored,Bowl,Hong Kong,3.75,,,,Beef,False
2031,CarJEN,otentiq cheezy curry instant noodles improved taste ,Pack,Malaysia,5.0,,,,,False
2030,Myojo,charumera atyificial tonkotsu shouyu flavor,Pack,Japan,3.75,,,,Pork,False
2029,Singa-Me,instant noodles beef flavour,Cup,Australia,2.0,,,,Beef,False
2028,Maruchan,sopa maruchan sabor a camaron limon y habanero,Pack,Mexico,3.5,,,,,False
2027,Nissin,shinshu miso ramen,Bowl,Japan,5.0,,,,,False
2026,MyKuali,penang white curry authentic taste cup,Cup,Malaysia,4.75,,,,,False
2025,Urban Noodle,authentic street food chow mein,Cup,United Kingdom,2.0,,,,,False
2024,Urban Noodle,authentic street food pad thai,Cup,United Kingdom,2.5,,,,,False
2023,Urban Noodle,authentic street food black bean,Cup,United Kingdom,0.0,,,,,False
2022,Urban Noodle,authentic street food thai red curry,Cup,United Kingdom,3.0,,,,,False
2021,Urban Noodle,authentic street food satay,Cup,United Kingdom,5.0,,,,,False
2020,Kang Shi Fu,artificial roasted beef,Pack,China,3.5,,,,Beef,False
2019,Acecook,seabura tonkotsu ramen,Cup,Japan,3.75,,,,Pork,False
2018,Pulmuone,noodle with spicy oyster soup,Pack,South Korea,4.0,,,,,True
2017,Samyang Foods,honey cheese big bowl,Bowl,South Korea,0.0,,,,Beef,False
2016,Great Value,chicken style noodles with vegetables,Cup,Canada,3.5,,,,Chicken,False
2015,E-Zee,perisa kari mi segera improved taste ,Pack,Malaysia,5.0,,,,,False
2014,Oni Hot Pot,ghost pepper noodle,Pack,Taiwan,4.5,,,,,True
2013,Great Value,beef style ramen noodles,Pack,Canada,3.5,,,,Beef,False
2012,MAMA,vegetarian instant noodles shiitake flavour,Pack,Thailand,2.0,,,,,False
2011,Trident,2 minute laksa flavour noodles,Pack,Australia,2.0,,,,,False
2010,MAMA,rangers snack noodles popcorn flavour,Pack,Other,3.75,,,,,False
2009,Conimex,oriental noodles soto ajam,Cup,Netherlands,2.75,,,,,False
2008,Sichuan Baijia,hot spicy flavor instant vermicelli,Bowl,China,3.5,,,,,True
2007,Nongshim,rice fettucini alfredo,Pack,United States,3.75,,,,,False
2006,Kamfen,wonton noodles beef flavour,Bowl,Hong Kong,3.75,,,,Beef,False
2005,A-Sha Dry Noodle,hakka spicy barbeque sauce,Pack,Taiwan,4.5,,,,,True
2004,Nissin,donbei dashi shoyu yakiudon,Bowl,Japan,3.75,,,,,False
2003,Nissin,raoh rich miso flavor,Bowl,Japan,5.0,,,,,False
2002,Nissin,cup noodles tom yum goong,Cup,Japan,3.75,,,,,False
2001,Nissin,cup noodle big seafood clam chowder,Cup,Japan,3.5,,,,Seafood,False
2000,Nissin,chikin ramen donburi,Bowl,Japan,5.0,,,,,False
1999,Nissin,curry udon,Cup,Japan,5.0,,,,,False
1998,Nissin,men shokunin shoyu,Bowl,Japan,5.0,,,,,False
1997,Nissin,cup noodle vegeta buta kyabetsu tonkotsu,Cup,Japan,4.25,,,,Pork,False
1996,Nissin,cup noodle pasta style tarako spaghetti,Cup,Japan,4.0,,,,,False
1995,Nissin,cup noodle big cheese mexican chilli,Cup,Japan,5.0,,,,,True
1994,Nissin,gyoretsu no dekiru mise no ramen shrimp tantanmen ,Bowl,Japan,5.0,,,,Seafood,False
1993,Nissin,raoh tonkotsu,Pack,Japan,5.0,,,,Pork,False
1992,Nissin,cup noodle light plus ratatouille,Cup,Japan,4.5,,2012,3,,False
1991,Nissin,cup noodle milk chikin ramen,Cup,Japan,4.5,,2012,6,,False
1990,Nissin,cup noodle,Cup,Japan,5.0,,,,,False
1989,MyKuali,penang white curry noodle authentic taste,Pack,Malaysia,5.0,,,,,False
1988,MAMA,instant noodles chicken soup flavour,Pack,Other,3.5,,,,Chicken,False
1987,Nissin,yokohama walker iekei ramen,Bowl,Japan,4.5,,,,Pork,False
1986,A-Sha Dry Noodle,quinoa noodle with oyster sauce and vegetables,Pack,Taiwan,4.25,,,,,False
1985,Prima Taste,singapore prawn soup la mian,Pack,Singapore,5.0,,,,Seafood,False
1984,Nissin,chinese tan tan vermicelli,Cup,Hong Kong,5.0,,,,,False
1983,Tokushima Seifun,tokushima ramen,Pack,Japan,4.0,,,,,False
1982,Master Kong,assorted pork bone noodle,Pack,China,4.25,,,,Mixed,False
1981,MyKuali,penang red tom yum goong noodle authentic taste,Pack,Malaysia,5.0,,,,,False
1980,Suimin,noodles witrh prawn chicken flavour,Cup,Australia,3.5,,,,Mixed,False
1979,Nissin,big cup noodle ajillo,Cup,Japan,3.0,,,,,False
1978,CarJEN,nyonya curry laksa improved taste ,Pack,Malaysia,5.0,,,,,False
1977,MyOri,malaysia penang green curry vermicelli new package ,Pack,Malaysia,5.0,,,,,False
1976,Itsuki,kumamoto spicy ramen,Pack,Japan,4.25,,,,,True
1975,Nissin,soba fried noodles classic,Pack,Germany,3.25,,,,,False
1974,Samyang Foods,cheese curry ramyun,Pack,South Korea,5.0,,,,,False
1973,Nissin,cup noodles sabor calabresa,Pack,Brazil,4.25,,,,,False
1972,Doll,spicy flavour instant mifun,Pack,Hong Kong,2.75,,,,,True
1971,Fujiwara,horse crab flavour ramen,Pack,Japan,3.5,,,,Seafood,False
1970,MyOri,malaysia penang red curry noodle,Pack,Malaysia,5.0,,,,,False
1969,Nongshim,noodle soup seasoned with real kimchi,Pack,United States,4.75,,,,,True
1968,Nissin,top ramen chicken flavor ramen noodle soup new packaging ,Pack,United States,3.5,,,,Chicken,False
1967,Tokushima Seifun,kinchan ramen,Pack,Japan,4.5,,,,,False
1966,Wei Lih,gge noodle snack wheat crackers soy sauce ramen,Pack,Taiwan,3.75,,,,,False
1965,MyKuali,penang spicy prawn soup noodle authentic taste,Pack,Malaysia,5.0,,,,Seafood,True
1964,MAMA,instant noodles coconut milk flavour,Pack,Other,5.0,,,,,False
1963,Kabuto Noodles,rice noodles vegetable laksa,Cup,United Kingdom,3.75,,,,,False
1962,Kabuto Noodles,rice noodles chicken pho,Cup,United Kingdom,3.5,,,,Chicken,False
1961,Kabuto Noodles,chicken ramen,Cup,United Kingdom,4.25,,,,Chicken,False
1960,Kabuto Noodles,chilli chicken ramen,Cup,United Kingdom,4.0,,,,Chicken,True
1959,Myojo,charumera shoyu ramen,Pack,Japan,4.0,,,,,False
1958,IbuRamen,mi goreng bento noodles in a box curry masala flavour,Tray,United States,4.0,,,,Beef,False
1957,MAMA,cup vegetarian instant noodles tom yum flavour,Cup,Thailand,4.0,,,,,False
1956,Maruchan,spicy tomato salsa ramen,Cup,Japan,0.0,,,,,True
1955,Nissin,raoh ramen noodle soup umami soy sauce flavor,Pack,United States,4.75,,,,,False
1954,Koh Thai,island of flavours spicy thai chicken instant noodles soup,Pack,Netherlands,2.0,,,,Chicken,True
1953,Prima Taste,singapore fish soup la mian,Pack,Singapore,5.0,,,,Seafood,False
1952,Ve Wong,kung fu brand instant oriental noodle soup artificial beef flavor,Pack,Taiwan,3.75,,,,Beef,False
1951,Nissin,cup noodles ramen noodle soup hearty chicken flavor new package ,Cup,United States,4.25,,,,Chicken,False
1950,Fujiwara,red king crab flavour ramen,Pack,Japan,4.0,,,,Seafood,False
1949,Bamee,oriental style instant noodles shrimp flavour tom yum ,Pack,Thailand,3.5,,,,Seafood,False
1948,Sichuan Baijia,artificial pickled cabbage fish flavor instant vermicelli,Pack,China,1.5,,,,Seafood,False
1947,Prima Taste,singapore laksa wholegrain la mian,Pack,Singapore,5.0,,,,,False
1946,Nissin,raoh shio ramen,Pack,Japan,4.75,,,,,False
1945,MAMA,oriental style instant noodles masala flavour,Pack,Other,3.5,,,,,False
1944,Wei Lih,gge noodle snack wheat crackers hot spicy,Pack,Taiwan,5.0,,,,,True
1943,New Touch,sugomen niigata seabura shoyu ramen,Bowl,Japan,5.0,,,,,False
1942,Ibumie,always mi goreng perisa sambal udang,Pack,Malaysia,3.5,,,,,False
1941,Unox,good noodles tandoori,Pack,Netherlands,2.5,,,,,False
1940,Nissin,cup noodle pasta style bolognese,Cup,Japan,5.0,,,,Beef,False
1939,MAMA,instant noodles shrimp creamy tom yum flavour,Pack,Other,5.0,,,,Seafood,False
1938,Nissin,donbei kamodashi soba,Bowl,Japan,5.0,,,,,False
1937,MAMA,chicken soup flavour cup noodles,Cup,Other,3.75,,,,Chicken,False
1936,Fortune,rice noodle coconut curry,Pack,United States,1.0,,,,,False
1935,Love Cook,guanmiao dried noodles with oleum sesami,Pack,Taiwan,3.75,,,,,False
1934,Love Cook,guanmiao dried noodles with spicy sauce,Pack,Taiwan,5.0,,,,,True
1933,Love Cook,guanmiao dried noodles with authentic sauce,Pack,Taiwan,4.5,,,,,False
1932,Love Cook,guanmiao dried noodles with shallot flavor,Pack,Taiwan,3.75,,,,,False
1931,Bonasia,instant noodles chicken flavour,Pack,Other,3.75,,,,Chicken,False
1930,Koh Thai,island of flavours lemongrass instant noodles soup,Pack,Netherlands,0.25,,,,,False
1929,MAMA,instant noodles minced pork flavour,Pack,Other,3.5,,,,Pork,False
1928,Bamee,instant noodles oriental style chicken flavour,Pack,Thailand,3.0,,,,Chicken,False
1927,Marutai,kogashi megiiri tonkotsu kagoshima ramen,Bowl,Japan,3.5,,,,Pork,False
1926,Nissin,bowl noodles hot spicy chicken flavor less sodium ramen noodle soup,Bowl,United States,4.0,,,,Chicken,True
1925,Prima,juzz s mee creamy chicken flavour,Pack,Singapore,5.0,,,,Chicken,False
1924,Sichuan Baijia,broad noodle artificial beef flavor,Pack,China,3.5,,,,Beef,False
1923,Conimex,oriental noodles teriyaki,Cup,Netherlands,0.5,,,,Chicken,False
1922,Mie Sedaap,instant cup mi kuah rasa baso spesial,Cup,Indonesia,1.5,,,,,False
1921,Nissin,cup noodles ramen noodle soup chicken flavor new package ,Cup,United States,3.5,,,,Chicken,False
1920,Itsuki,ramen tonkotudou kumamoto noodles,Pack,Japan,0.75,,,,,False
1919,Maruchan,shiroi chikara mochi udon,Bowl,Japan,4.5,,,,,False
1918,iMee,instant noodles chicken flavour,Pack,Netherlands,3.5,,,,Chicken,False
1917,IbuRamen,mi goreng bento noodles in a box hot sweet sour flavor,Tray,United States,0.25,,,,Beef,True
1916,Nissin,soba fried noodles teriyaki,Pack,Germany,3.0,,,,Chicken,False
1915,Itsuki,yuzu sesame sauce udon,Bowl,Japan,4.5,,,,,False
1914,Prima,juzz s mee curry flavour,Pack,Singapore,5.0,,,,,False
1913,Thai Smile,mushroom rice noodle soup bowl,Bowl,United States,0.0,,,,Beef,False
1912,MAMA,instant noodles chicken sichek flavour,Pack,Other,3.75,,,,Chicken,False
1911,Nissin,emergency chikin ramen cup noodle,Cup,Japan,5.0,,,,,False
1910,Nissin,chow mein pad thai,Tray,United States,3.0,,,,,False
1909,Asia Gold,instant noodles with chicken flavouring,Pack,Other,3.5,,,,Chicken,False
1908,Nissin,kuroma yu tonkotsu kumamoto ramen,Bowl,Japan,4.75,,,,Pork,False
1907,Prima Taste,singapore curry wholegrain la mian,Pack,Singapore,5.0,,,,,False
1906,Vifon,chicken flavour asian style instant noodles,Pack,Vietnam,3.5,,,,Chicken,False
1905,Pirkka,nuudeli kana nudlar kyckling,Pack,Other,3.5,,,,Chicken,False
1904,Bonasia,instant noodles duck flavour,Pack,Other,3.0,,,,Duck,False
1903,Higashimaru,tonkotsu ramen,Pack,Japan,4.5,,,,Pork,False
1902,MAMA,seafood tom yum sichek flavour,Pack,Other,5.0,,,,Seafood,False
1901,Prima,juzz s mee original spicy flavour,Pack,Singapore,5.0,,,,,True
1900,Ibumie,always mi goreng perisa kari kapitan,Pack,Malaysia,5.0,,,,,False
1899,Koh Thai,island of flavours thai royal shrimp instant noodles,Pack,Netherlands,1.5,,,,Seafood,False
1898,Master Kong,spicy fish noodle,Bowl,China,3.0,,,,Seafood,True
1897,Nissin,cup noodle massaman curry,Cup,Japan,3.5,,,,,False
1896,Asia Gold,instant noodles duck flavour,Pack,Other,3.5,,,,Duck,False
1895,Maruchan,seimen houjyun koku shoyu,Bowl,Japan,5.0,,,,,False
1894,MAMA,rangers snack noodles bbq flavour,Pack,Other,2.75,,,,,False
1893,Nissin,cup noodle sio,Cup,Japan,5.0,,,,,False
1892,Ottogi,cheese ramen,Pack,South Korea,4.0,,,,,False
1891,Nissin,cup noodles homestyle chicken,Cup,United States,3.5,,,,Chicken,False
1890,Kuriki,beef tongue shio mayo ramen,Pack,Japan,4.5,,,,Beef,False
1889,MAMA,rangers snack noodles sour cream flavour,Pack,Other,2.75,,,,,False
1888,Nissin,cup noodles kyushu white flavour,Cup,Singapore,3.5,,,,,False
1887,Myojo,mee poh dry,Pack,Singapore,4.25,,,,,False
1886,Myojo,chicken abalone flavour,Bowl,Singapore,3.75,,,,Mixed,False
1885,Myojo,ramen char mee 100,Pack,Singapore,3.0,,2012,9,,False
1884,Myojo,la ramen spicy mushroom flavour big bowl,Bowl,Singapore,4.5,,,,Beef,True
1883,Myojo,mee goreng,Pack,Singapore,4.0,,,,,False
1882,Myojo,la ramen spicy lobster hot pot flavour big bowl,Bowl,Singapore,4.75,,,,Mixed,True
1881,Myojo,chicken abalone flavour,Pack,Singapore,3.5,,,,Mixed,False
1880,Myojo,thai tom yam flavour,Bowl,Singapore,3.75,,,,,False
1879,Myojo,chicken tanmen flavour,Pack,Singapore,3.5,,,,Chicken,False
1878,Myojo,extra spicy singapore curry big bowl,Bowl,Singapore,5.0,,,,Beef,True
1877,Myojo,la ramen spicy mushroom flavour,Pack,Singapore,4.5,,,,,True
1876,Myojo,chicken flavour,Pack,Singapore,3.75,,,,Chicken,False
1875,Sapporo Ichiban,tonkotsu ramen artificially flavored tonkotsu white chicken broth,Pack,United States,5.0,,,,Mixed,False
1874,Ibumie,always mi goreng perisa thai tom yam,Pack,Malaysia,2.5,,,,,False
1873,Vedan,wei wei a instant noodles chicken flavor,Bowl,Taiwan,0.0,,,,Chicken,False
1872,Itsuki,hakata ossyoi,Pack,Japan,5.0,,,,,False
1871,Nissin,cup noodles minced pork flavour,Cup,Thailand,3.75,,,,Pork,False
1870,Asia Gold,instant noodles with beef flavouring,Pack,Other,2.75,,,,Beef,False
1869,Nissin,soba fried noodles chili,Pack,Germany,3.5,,,,,False
1868,Marutai,kuroma yu tonkotsu kumamoto ramen,Bowl,Japan,4.0,,,,Pork,False
1867,Yum Yum,premier bowl instant noodles stewed pork flavour,Bowl,Thailand,4.0,,,,Mixed,False
1866,MyKuali,penang spicy prawn soup noodle,Pack,Malaysia,5.0,,,,Seafood,True
1865,Mama,shrimp tom yum flavour cup noodles,Cup,Other,3.5,,,,Seafood,False
1864,Nissin,raoh ramen noodle soup umami tonkotsu flavor,Pack,United States,5.0,,,,Pork,False
1863,Baijia,broad noodle pickled vegetable artificial beef flavor,Pack,China,0.0,,,,Beef,False
1862,Ibumie,always mi goreng perisa asli,Pack,Malaysia,3.75,,,,,False
1861,Conimex,oriental noodles groene curry,Cup,Netherlands,0.5,,,,,False
1860,Nissin,cupo noodle pasta style vongole,Cup,Japan,2.75,,,,,False
1859,Mama,instant noodles chicken green curry flavour,Pack,Other,5.0,,,,Chicken,False
1858,Myojo,wantan men,Bowl,Japan,5.0,,,,,False
1857,IbuRamen,mi goreng bento noodles in a box shallot teriyaki flavor,Tray,United States,3.25,,,,Mixed,False
1856,Indomie,instant cup noodles mi goreng fried noodles,Cup,Indonesia,5.0,,,,,False
1855,Daraz,negi man ramen,Pack,Japan,3.0,,,,,False
1854,Mama,chinese kitchen chinese style instant noodles,Pack,Other,3.5,,,,,False
1853,Bonasia,instant noodles shrimp flavour,Pack,Other,3.5,,,,Seafood,False
1852,Myojo,udon japanese style precooked noodles with soup hot spicy flavor,Bowl,United States,3.25,,,,,True
1851,Fujiwara,snow crab flavour shio ramen,Pack,Japan,3.5,,,,Seafood,False
1850,Nissin,raoh ramen noodle soup umami miso flavor,Pack,United States,4.5,,,,,False
1849,Pama,instant rice vermicelli clear soup flavour,Pack,Malaysia,3.5,,,,,False
1848,MyKuali,penang red tom yum goong noodle new version ,Pack,Malaysia,5.0,,,,,False
1847,Conimex,oriental noodles hot spicy,Pack,Netherlands,3.0,,,,,True
1846,Nissin,chow mein savory sauce and restayrant quality noodles roast chicken flavor ,Tray,United States,4.5,,,,Chicken,False
1845,Mama,oriental style instant noodles shrimp flavour,Pack,Other,3.25,,,,Seafood,False
1844,Seven & I,gold sumire ramen,Bowl,Japan,5.0,,,,,False
1843,Forest Noodles,sunbaked noodles with sesame sauce,Pack,Taiwan,4.5,,,,,False
1842,Forest Noodles,purple sweet potato noodles with taiwanese sauce,Pack,Taiwan,5.0,,,,,False
1841,Forest Noodles,sunbaked noodles with spicy sauce,Pack,Taiwan,4.0,,,,,True
1840,Forest Noodles,sweet potato noodles with sesame paste sauce,Pack,Taiwan,3.25,,,,,False
1839,Vit's,taste of malaysia penang white curry ramen,Pack,Malaysia,5.0,,,,,False
1838,Vit's,taste of malaysia penang asam laksa fried instant noodle,Pack,Malaysia,4.5,,,,,False
1837,Vit's,taste of malaysia penang hokkien mee ramen,Pack,Malaysia,5.0,,,,,False
1836,Vit's,taste of malaysia penang white curry fried instant noodle,Pack,Malaysia,5.0,,,,,False
1835,Vit's,taste of malaysia penang asam laksa ramen,Pack,Malaysia,5.0,,,,,False
1834,Vit's,taste of malaysia penang hokkien mee fried instant noodle,Pack,Malaysia,5.0,,,,,False
1833,Vit's,instant noodles with chicken flavour,Pack,Malaysia,3.75,,,,Chicken,False
1832,Yum Yum,instant flat shaped noodles boat noodles nam tok flavour,Pack,Thailand,3.5,,,,Beef,False
1831,Kuriki,plum mayo ramen,Pack,Japan,4.0,,,,,False
1830,Tseng Noodles,sichuan pepper flavor,Pack,Taiwan,4.75,,,,,True
1829,Tseng Noodles,hu sesame flavor,Pack,Taiwan,5.0,,,,,False
1828,Tseng Noodles,scallion with sichuan pepper flavor,Pack,Taiwan,5.0,,,,,True
1827,Nongshim,zha wang jjawang noodles with chajang sauce,Pack,South Korea,5.0,,,,,False
1826,Mama,instant noodles stewed beef flavour,Pack,Other,3.5,,,,Beef,False
1825,Sichuan Baijia,broad noodle chilli oil flavor,Pack,China,4.5,,,,,True
1824,Nongshim,soon veggie noodle soup,Cup,United States,5.0,,,,,False
1823,MyKuali,meekuali spicy fried noodle,Pack,Malaysia,4.0,,,,,True
1822,Mi Sedaap,mi kuah rasa baso spesial,Pack,Indonesia,3.5,,,,,False
1821,Myojo,udon japanese style pre cooked noodles with soup beef flavor,Bowl,United States,3.25,,,,Beef,False
1820,Ten-In,veggie king buddha jump instant noodles,Bowl,Taiwan,1.5,,,,,False
1819,Yum Yum,premier bowl instant noodles suki flavour,Bowl,Thailand,5.0,,,,Beef,False
1818,Sugakiya Foods,nara tenri shoyu ramen,Bowl,Japan,4.5,,,,,False
1817,Hao Way,penang vegetarian prawn instant bowl noodles,Bowl,Malaysia,4.0,,,,Mixed,False
1816,Vifon,asian style instant noodles artificial beef flavor,Bowl,Vietnam,3.25,,,,Beef,False
1815,Nakaya Shouten,hingya no shio ramen,Pack,Japan,4.0,,,,,False
1814,Koh Thai,island of flavours tom yum instant noodles soup,Pack,Netherlands,3.0,,,,,False
1813,Nissin,soba fried noodles curry,Pack,Germany,4.25,,,,,False
1812,Master Kong,mushroom instant noodle,Bowl,China,4.25,,,,,False
1811,Conimex,oriental noodles oosterse groenten,Pack,Netherlands,3.5,,,,,False
1810,MyKuali,penang white curry noodle new version ,Pack,Malaysia,5.0,,,,,False
1809,Marutai,nagahama hakata tonkotsu ramen,Bowl,Japan,4.75,,,,Pork,False
1808,Mama,vegetarian instant cup noodle tofu shiitake flavour,Cup,Thailand,3.5,,,,,False
1807,Wai Wai,tom yum goong flavour instant noodle,Cup,Thailand,3.5,,,,,False
1806,Cintan,mi segera mmm perisa goreng ala indonesia,Pack,Malaysia,3.5,,,,,False
1805,Mama,oriental style instant noodles tandoori flavour,Pack,Other,4.0,,,,,False
1804,Thai Chef,oriental style instant noodles shrimp creamy tom yum flavour,Pack,Other,4.75,,,,Seafood,False
1803,Mama,vegetarian instant noodles tom yum flavour,Pack,Thailand,4.0,,,,,False
1802,Nissin,cup noodles ramen noodles ramen noodle soup beef flavor new package ,Cup,United States,3.5,,,,Beef,False
1801,Baijia,spicy artificial fei chang instant vermicelli new recipe ,Pack,China,3.75,,,,,True
1800,Crystal Noodle,soup all natural hot sour,Cup,United States,0.25,,,,,True
1799,Thai Smile,spring onion rice noodle soup bowl,Bowl,United States,2.5,,,,Beef,False
1798,iMee,instant noodles vegetable flavour,Pack,Netherlands,2.75,,,,,False
1797,Wai Wai,instant rice vermicelli crab flavour,Pack,Thailand,3.5,,,,Seafood,False
1796,Fujiwara,salty taste chanko noodle,Pack,Japan,4.75,,,,,False
1795,Azami,kimchee flavour noodle soup,Pack,Canada,0.0,,,,,False
1794,Vit's,shallot chicken instant noodles,Pack,Malaysia,3.0,,,,Chicken,False
1793,Cintan,mi segera mmm perisa asam laksa,Pack,Malaysia,3.5,,,,,False
1792,A1,soup spices noodle mee rempahan sup,Pack,Malaysia,3.5,,,,,False
1791,Vit's,tom yam instant noodles,Pack,Malaysia,4.25,,,,,False
1790,Super,kimchi,Cup,Malaysia,4.5,,,,,True
1789,Cintan,mi segera mmm perisa ayam cendawan,Pack,Malaysia,3.5,,,,Chicken,False
1788,Super,curry flavour noodles,Cup,Malaysia,3.0,,,,,False
1787,Pama,kua teaw segera,Pack,Malaysia,4.0,,,,,False
1786,Nissin,chow mein premium savory sauce and restaurant quality noodles sriracha flavor,Tray,United States,4.25,,,,,False
1785,Super,instant noodles black pepper crab mi goreng,Cup,Malaysia,3.5,,,,Seafood,True
1784,Torishi,hakata tonkotsu ramen,Pack,Japan,5.0,,,,Pork,False
1783,iMee,instant noodles creamy tom yum shrimp flavour,Pack,Netherlands,4.5,,,,Seafood,False
1782,Western Family,beef flavour instant noodles,Pack,Canada,0.0,,,,Beef,False
1781,MyKuali,penang hokkien prawn soup rice vermicelli bihun ,Bowl,Malaysia,5.0,,,,Seafood,False
1780,Pulmuone,non fried noodle blackbean sauce noodle with squid,Pack,South Korea,4.5,,,,Seafood,False
1779,Chering Chang,instant non fried noodles tomato flavour,Pack,Taiwan,3.25,,,,,False
1778,JML,spicy king spicy chicken,Pack,China,5.0,,,,Chicken,True
1777,JML,supereme bowl noodles with stewed egg spicy flavour,Bowl,China,3.5,,,,Beef,True
1776,JML,spicy king bowl noodle spicy chicken,Bowl,China,5.0,,,,Mixed,True
1775,JML,spicy king bowl noodle spicy beef,Bowl,China,4.25,,,,Beef,True
1774,JML,spicy king spicy pork,Pack,China,5.0,,,,Pork,True
1773,JML,supreme bowl noodles with stewed egg sour beans with pork flavour,Bowl,China,4.0,,,,Mixed,False
1772,JML,spicy king spicy beef,Pack,China,5.0,,,,Beef,True
1771,JML,supreme bowl noodles with stewed egg braised beef flavour,Bowl,China,3.5,,,,Beef,False
1770,JML,spicy king bowl noodle spicy pork,Bowl,China,4.5,,,,Mixed,True
1769,Mamee,chef lontong flavour,Pack,Malaysia,5.0,,,,,False
1768,New Touch,negi miso no ippin ramen,Bowl,Japan,5.0,,,,,False
1767,Mama,instant noodles shrimp tom yum flavour,Pack,Other,4.0,,,,Seafood,False
1766,Paldo,bulnak boeummyun king noodle,Bowl,South Korea,3.5,,,,Beef,False
1765,Nissin,cup noodles ramen noodles with shrimp new package ,Cup,United States,3.5,,,,Seafood,False
1764,Pirkka,nuudeli tom yum katkarapu,Pack,Other,3.75,,,,,False
1763,Ishimaru,tuna flavor ramen,Pack,Japan,4.5,,,,,False
1762,Mom's Dry Noodle,sesame pepper,Pack,Taiwan,4.0,,,,,True
1761,Authentically Asian,natural quality foods pad thai noodle bowl,Bowl,United States,1.0,,,,Beef,False
1760,New Touch,homestyle tonjiru,Bowl,Japan,4.5,,,,,False
1759,Nissin,cup noodles moo manao flavour,Cup,Thailand,4.0,,,,,False
1758,Vit's,duck instant noodles,Pack,Malaysia,3.5,,,,Duck,False
1757,iMee,instant noodles beef flavour,Pack,Netherlands,3.25,,,,Beef,False
1756,A-Sha Dry Noodle,veggie noodle carrot noodle with original sauce,Pack,Taiwan,4.25,,,,,False
1755,Mama,oriental style instant noodles hot spicy flavour,Pack,Other,4.0,,,,,True
1754,Paldo,king bowl super spicy pan stirfried noodle,Bowl,South Korea,5.0,,,,Beef,True
1753,Thai Smile,garlic rice noodle soup bowl,Bowl,United States,3.5,,,,Beef,False
1752,Kuriki,mayo ramen,Pack,Japan,4.75,,,,,False
1751,Mom's Dry Noodle,spicy sour flavor,Pack,Taiwan,5.0,,,,,True
1750,Mi Sedaap,instant cup mi kuah rasa soto,Cup,Indonesia,5.0,,,,,False
1749,Yum Yum,jumbo instant noodles tom yum kung creamy flavour,Pack,Thailand,5.0,,,,,False
1748,Azami,chili chicken flavour noodle soup,Cup,Canada,3.0,,,,Chicken,False
1747,Vit's,curry instant noodles,Pack,Malaysia,3.5,,,,,False
1746,Marutai,ramen shoyu taste,Bowl,Japan,4.25,,,,,False
1745,Unox,good noodles kerrie,Pack,Netherlands,3.5,,,,,False
1744,A-Sha Dry Noodle,veggie noodle baby grass noodle with toona sauce,Pack,Taiwan,5.0,,,,,False
1743,Mama,rangers snack noodles shrimp tom yum flavour,Pack,Other,4.5,,,,Seafood,False
1742,Aroi,curry me penang white curry stir fry noodle,Pack,Malaysia,4.5,,,,,False
1741,Myojo,udon japanese style pre cooked noodles with soup chicken flavor,Bowl,United States,2.5,,,,Chicken,False
1740,Master Kong,braised beef noodle,Pack,China,4.25,,,,Beef,False
1739,Nissin,raoh tanrei koku shio ramen,Bowl,Japan,4.5,,,,,False
1738,Little Cook,instant noodles shrimp tom yum flavour,Cup,Thailand,4.25,,,,Seafood,False
1737,Mi Sedaap,instant cup mi goreng,Cup,Indonesia,3.75,,,,,False
1736,Mamee,monster snek mi pedas,Pack,Malaysia,5.0,,,,,False
